CODIGO;MTRA01;MTRA03;MTRA04;MTRA06;MTRA07;MTRA081;MTRA082;MTRA083;MTRA084;MTRA085;MTRA086;MTRA087;MTRA09;MTRA091;MTRA10;MTRA101;MTRA102;MTRA111;MTRA112;MTRA113;MTRA114;MTRA12;MTRA16;MTRA161;MTRA17;MTRA181;MTRA182;MTRA183;MTRA184;MTRA185;MTRA186;MTRA187;MTRA188;MTRA19;MTRA1911;MTRA192;MTRA1912;MTRA193;MTRA1913;MTRA1914;MTRA1915;MTRA201;MTRA202;MTRA203;MTRA204;MTRA205;MTRA206;MTRA207;MTRA208;MTRA209;MTRA2010;MTRA21;MTRA221;MTRA222;MTRA223;MTRA224;MTRA23;MTRA231;MTRA24;MTRA25
3202900;Secretaria em conjunto com outras politicas setoriais;Masculino;50;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0
3203007;Secretaria em conjunto com outras politicas setoriais;Masculino;41;Ensino fundamental completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0
3203056;Nao possui estrutura;;;;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;0;0;;1;1;1;0;;0;0;0;1;0;0;1;0;1;0;1;0;;Sem adaptacao;;;;;1;1;1;0
3203106;Secretaria em conjunto com outras politicas setoriais;Masculino;66;Ensino superior completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
3203130;Secretaria exclusiva;Masculino;62;Ensino superior incompleto;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;1;1;0;;1;1;1;0;;0;0;0;1;1;0;0;1;0;0;1;0;;Sem adaptacao;;;;;1;1;0;0
3203163;Setor subordinado a outra secretaria;Masculino;42;Ensino fundamental completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
3203205;Nao possui estrutura;;;;1;0;0;1;0;0;0;0;0;;1;2015;Paritário;1;0;0;0;1;0;;;0;0;1;0;0;0;0;;1;1;1;0;;0;0;0;1;0;0;1;1;1;0;1;0;;Parcialmente adaptada;1;0;1;0;1;1;1;0
3203304;Secretaria em conjunto com outras politicas setoriais;Masculino;35;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0
3203320;Secretaria exclusiva;Masculino;47;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0
3203346;Secretaria em conjunto com outras politicas setoriais;Masculino;49;Ensino fundamental completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;0;0
3203353;Nao possui estrutura;;;;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0
3203403;Setor subordinado a outra secretaria;Masculino;31;Ensino superior completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;0;0;;1;1;0;0;;0;0;0;1;0;0;0;0;0;0;1;0;;Sem adaptacao;;;;;1;0;0;0
3203502;Secretaria em conjunto com outras politicas setoriais;Masculino;43;Ensino superior completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;0;0;;1;0;;0;;1;0;1;1;0;0;0;0;0;0;1;0;;Parcialmente adaptada;0;0;1;0;1;1;0;0
3203601;Setor subordinado a outra secretaria;Masculino;58;Ensino superior incompleto;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0
3203700;Secretaria em conjunto com outras politicas setoriais;Masculino;47;Especializacao;1;0;1;1;1;0;0;0;0;;0;;;;;;;;0;;;0;0;0;1;0;1;0;;1;1;1;0;;0;0;0;1;0;0;0;0;0;0;1;0;;Sem adaptacao;;;;;1;1;0;0
3203809;Secretaria em conjunto com outras politicas setoriais;Masculino;47;Ensino fundamental incompleto;0;;;;;;;;1;O município 0 possui plano;0;;;;;;;;0;;;0;0;0;1;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
3203908;Setor subordinado a outra secretaria;Masculino;53;Ensino medio incompleto;0;;;;;;;;0;;1;2010;Tem maior representação da sociedade civil;0;1;0;0;2;0;;;0;0;0;1;0;0;0;;1;1;1;0;;0;0;0;1;0;0;1;0;1;0;1;0;;Parcialmente adaptada;0;0;1;0;1;1;0;0
3204005;Secretaria em conjunto com outras politicas setoriais;Masculino;0 informou;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0
3204054;Secretaria exclusiva;Masculino;54;Ensino medio completo;1;1;1;1;0;0;0;0;0;;0;;;;;;;;0;;;0;0;0;1;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0
3204104;Setor subordinado diretamente a chefia do Executivo;Masculino;46;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0
3204203;Nao possui estrutura;;;;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;0;0;;1;0;;1;0;0;0;0;;;;;;;;;;1;Sem adaptacao;;;;;1;1;1;0
3204252;Nao possui estrutura;;;;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0
3204302;Setor subordinado a outra secretaria;Masculino;38;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;1;0
3204351;Setor subordinado a outra secretaria;Masculino;51;Especializacao;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0
3204401;Secretaria em conjunto com outras politicas setoriais;Masculino;30;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;0;0;;1;0;;0;;0;1;0;1;0;0;0;0;0;0;0;0;;Sem adaptacao;;;;;1;0;0;0
3204500;Secretaria em conjunto com outras politicas setoriais;Masculino;32;Ensino superior completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
3204559;Secretaria exclusiva;Masculino;47;Ensino superior completo;0;;;;;;;;1;1;0;;;;;;;;0;;;0;0;0;1;0;0;0;;1;1;1;0;;0;0;0;1;0;0;0;0;0;0;1;0;;Totalmente adaptada;1;1;1;0;1;1;0;0
3204609;Secretaria exclusiva;Masculino;39;Ensino superior completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;0;0;;1;0;;0;;1;1;0;1;1;0;0;1;0;0;0;0;;Sem adaptacao;;;;;1;1;1;0
3204658;Setor subordinado a outra secretaria;Feminino;30;Ensino superior completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
3204708;Setor subordinado a outra secretaria;Masculino;63;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;0;0;;1;1;1;0;;0;0;0;1;0;0;0;1;0;0;1;0;;Sem adaptacao;;;;;1;1;0;0
3204807;Nao possui estrutura;;;;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0
3204906;Setor subordinado a outra secretaria;Masculino;55;Ensino superior completo;1;1;1;1;1;1;1;0;1;1;1;2010;Tem maior representação governamental;1;1;1;1;12;0;;;0;0;1;1;0;0;0;;1;1;1;0;;0;0;0;1;0;0;1;1;1;0;1;0;;Parcialmente adaptada;0;0;1;0;1;1;1;0
3204955;Nao possui estrutura;;;;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0
3205002;Nao possui estrutura;;;;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;0;0;;1;0;;1;1;0;0;0;1;0;0;0;0;0;0;1;0;;Parcialmente adaptada;0;0;1;0;1;1;1;1
3205010;Secretaria em conjunto com outras politicas setoriais;Masculino;29;Especializacao;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0
3205036;Setor subordinado a outra secretaria;Masculino;57;Ensino fundamental incompleto;0;;;;;;;;0;;1;2017;Tem maior representação governamental;0;0;0;1;1;0;;;0;0;0;1;0;1;0;;1;1;1;0;;0;0;0;1;0;0;0;0;0;0;1;0;;Sem adaptacao;;;;;1;1;0;0
3205069;Secretaria em conjunto com outras politicas setoriais;Masculino;63;Ensino medio completo;0;;;;;;;;0;;1;2016;Paritário;0;0;0;1;4;0;;;0;0;0;1;0;0;0;;1;0;;0;;1;1;0;1;1;0;0;1;0;1;1;0;;Parcialmente adaptada;0;0;1;0;1;0;0;0
3205101;Setor subordinado a outra secretaria;Masculino;48;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0
3205150;Setor subordinado a outra secretaria;Masculino;38;Especializacao;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0
3205176;Nao possui estrutura;;;;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0
3205200;Secretaria em conjunto com outras politicas setoriais;Masculino;40;Ensino medio completo;0;;;;;;;;0;;1;1991;Tem maior representação da sociedade civil;0;1;0;0;2;1;0;0;0;0;0;1;0;0;0;;1;1;1;0;;0;0;0;1;0;0;1;1;1;0;1;0;;Parcialmente adaptada;0;0;1;0;1;1;1;0
3205309;Setor subordinado a outra secretaria;Feminino;47;Especializacao;0;;;;;;;;0;;1;2001;Tem maior representação da sociedade civil;1;0;0;0;1;0;;;0;0;0;1;0;0;1;;1;0;;1;0;0;0;0;1;0;0;0;1;1;0;1;1;;Totalmente adaptada;0;0;1;0;1;1;1;1
3300100;Setor subordinado a outra secretaria;Masculino;54;Ensino superior incompleto;0;;;;;;;;0;;1;1997;Paritário;1;1;1;1;4;0;;;1;0;1;1;0;1;0;;1;1;1;0;;0;0;0;1;1;0;1;1;1;0;0;0;;Parcialmente adaptada;0;1;0;0;1;1;0;0
3300159;Secretaria exclusiva;Masculino;51;Ensino superior completo;0;;;;;;;;0;;0;;;;;;;;0;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;0;;1;0
3300209;Secretaria exclusiva;Masculino;0 informou;Ensino medio incompleto;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;0;0;;1;1;1;0;;0;0;0;1;1;0;0;1;0;0;0;0;;Totalmente adaptada;0;0;1;0;1;0;1;1
3300225;Secretaria em conjunto com outras politicas setoriais;Masculino;43;Ensino superior completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;1;0;;1;0;;1;1;0;0;0;1;1;0;0;1;0;0;1;1;;Parcialmente adaptada;0;0;1;0;1;1;1;1
3300233;Secretaria em conjunto com outras politicas setoriais;Masculino;0 informou;Ensino superior completo;0;;;;;;;;1;1;0;;;;;;;;0;;;0;0;1;1;0;1;0;;1;0;;1;1;0;0;0;1;1;0;1;1;1;0;1;0;;Parcialmente adaptada;0;0;1;0;1;0;0;0
3300258;Secretaria em conjunto com outras politicas setoriais;Masculino;58;Ensino superior incompleto;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;0;0;;1;1;1;0;;0;0;0;1;1;1;1;0;1;0;1;0;;Totalmente adaptada;0;0;1;0;1;1;1;0
3300308;Setor subordinado a outra secretaria;Masculino;52;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;1;0;0;0;0;0;1;0;0;0;;1;1;1;0;;0;0;0;1;1;0;0;1;0;0;0;0;;Parcialmente adaptada;0;0;1;0;1;1;0;1
3300407;Setor subordinado a outra secretaria;Masculino;37;Ensino superior completo;0;;;;;;;;1;O município 0 possui plano;1;2016;Tem maior representação da sociedade civil;1;0;0;0;6;1;0;1;0;0;0;1;0;0;0;;1;1;1;0;;0;0;0;1;1;1;1;1;0;1;1;1;;Totalmente adaptada;0;0;1;0;1;0;1;1
3300456;Secretaria exclusiva;Masculino;0 informou;Ensino superior completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;1;1;0;;1;0;;1;0;0;0;0;1;1;0;0;1;0;0;0;0;;Parcialmente adaptada;0;0;1;0;1;1;0;0
3300506;Setor subordinado a outra secretaria;Masculino;34;Ensino superior completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;1;0;;1;1;1;0;;0;0;0;1;1;0;0;1;1;0;1;1;;Sem adaptacao;;;;;1;1;0;0
3300605;Secretaria em conjunto com outras politicas setoriais;Masculino;25;Ensino superior completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;1;0;;1;1;1;0;;1;1;0;1;1;0;0;1;0;1;1;0;;Parcialmente adaptada;0;0;1;0;1;1;0;1
3300704;Setor subordinado a outra secretaria;Masculino;57;Especializacao;0;;;;;;;;0;;1;2007;Paritário;1;0;0;1;7;1;1;1;1;0;0;1;0;0;1;;1;1;1;0;;0;0;0;1;1;0;0;1;0;0;1;0;;Totalmente adaptada;0;0;1;0;1;1;0;1
3300803;Orgao da administracao indireta;Masculino;75;Ensino superior completo;1;1;1;1;1;0;0;0;0;;0;;;;;;;;0;;;0;0;0;1;0;1;0;;1;0;;0;;1;1;0;1;1;1;1;1;1;1;1;0;;Sem adaptacao;;;;;1;1;0;1
3300902;Secretaria exclusiva;Masculino;40;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;0;0;;1;1;0;0;;0;0;0;1;1;0;0;1;1;0;0;0;;Sem adaptacao;;;;;1;0;0;0
3300936;Secretaria em conjunto com outras politicas setoriais;Masculino;58;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;1
3300951;Secretaria exclusiva;Masculino;59;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;0;0;;1;1;1;0;;0;0;0;1;1;1;1;1;1;0;1;0;;Parcialmente adaptada;0;0;1;0;1;1;1;0
3301009;Orgao da administracao indireta;Masculino;50;Ensino superior completo;0;;;;;;;;0;;1;2014;Paritário;0;1;0;0;0;1;1;0;0;0;0;1;0;1;1;;1;1;1;0;;0;0;0;1;1;0;0;1;0;1;1;0;;Parcialmente adaptada;0;0;1;0;1;0;1;0
3301108;Secretaria exclusiva;Masculino;70;Ensino fundamental completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;0;0;;1;0;;1;1;0;0;0;1;0;0;0;1;0;0;1;0;;Parcialmente adaptada;1;0;1;0;1;1;0;0
3301157;Setor subordinado a outra secretaria;Masculino;0 informou;Ensino superior completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;0;0;;1;1;1;0;;0;0;0;1;1;0;0;0;1;0;1;0;;Sem adaptacao;;;;;1;0;0;0
3301207;Setor subordinado a outra secretaria;Masculino;29;Ensino superior incompleto;1;1;0;0;0;0;0;0;0;;0;;;;;;;;0;;;0;0;1;1;0;0;0;;1;1;0;0;;0;0;0;1;1;0;1;1;0;0;1;0;;Parcialmente adaptada;1;0;0;0;1;1;0;0
3301306;Setor subordinado a outra secretaria;Masculino;30;Ensino superior incompleto;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1
3301405;Setor subordinado diretamente a chefia do Executivo;Masculino;42;Ensino superior completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
3301504;Secretaria exclusiva;Masculino;53;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;1;0;;1;1;1;0;;0;0;0;1;1;0;0;0;0;0;0;0;;Sem adaptacao;;;;;1;1;0;1
3301603;Secretaria em conjunto com outras politicas setoriais;Masculino;43;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;0;0;;1;0;;0;;1;0;0;1;1;0;0;0;0;0;0;0;;Parcialmente adaptada;;;;1;1;1;0;0
3301702;Secretaria em conjunto com outras politicas setoriais;Masculino;48;Ensino superior completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;1;0;0;;1;1;0;0;;0;0;0;1;1;0;0;1;0;0;1;0;;Parcialmente adaptada;0;1;1;0;1;1;1;1
3301801;Setor subordinado a outra secretaria;Masculino;54;Ensino superior completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;0;0;;1;1;1;0;;0;0;0;1;1;0;0;0;0;0;1;0;;Parcialmente adaptada;0;0;1;0;1;1;0;0
3301850;Secretaria exclusiva;Masculino;60;Ensino medio completo;0;;;;;;;;1;O município 0 possui plano;0;;;;;;;;0;;;0;0;0;0;1;0;0;;1;1;1;0;;0;0;0;1;1;0;0;1;0;0;1;0;;Sem adaptacao;;;;;1;1;0;0
3301876;Setor subordinado a outra secretaria;Masculino;48;Especializacao;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;1;0
3301900;Secretaria exclusiva;Masculino;45;Especializacao;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;0;0;;1;1;1;0;;0;0;0;1;1;0;0;1;0;0;1;1;;Parcialmente adaptada;0;0;1;0;1;1;0;0
3302007;Secretaria em conjunto com outras politicas setoriais;Masculino;57;Ensino superior completo;0;;;;;;;;0;;0;;;;;;;;0;;;1;0;1;1;0;1;0;;1;0;;1;1;1;0;0;1;1;0;1;1;1;0;1;0;;Parcialmente adaptada;0;0;1;0;1;1;0;0
3302056;Secretaria em conjunto com outras politicas setoriais;Masculino;61;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0
3302106;Secretaria exclusiva;Masculino;41;Ensino medio completo;1;1;1;1;1;1;1;0;0;;0;;;;;;;;0;;;0;0;0;1;0;0;0;;1;0;;1;0;0;0;0;1;1;0;1;1;1;0;1;0;;Sem adaptacao;;;;;1;1;0;0
3302205;Secretaria exclusiva;Masculino;58;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;0;0;;1;1;1;0;;0;0;0;1;1;0;0;1;1;0;1;0;;Parcialmente adaptada;;;;1;1;1;0;1
3302254;Setor subordinado a outra secretaria;Masculino;53;Ensino superior incompleto;0;;;;;;;;1;0;0;;;;;;;;0;;;0;0;0;1;0;0;0;;1;1;1;0;;0;0;0;1;1;0;1;1;1;0;1;0;;Parcialmente adaptada;0;0;1;0;1;1;1;0
3302270;Setor subordinado a outra secretaria;Masculino;48;Ensino superior incompleto;0;;;;;;;;0;;0;;;;;;;;1;0;0;0;0;1;1;1;0;0;;1;1;1;0;;0;0;0;1;1;0;0;1;0;0;0;0;;Parcialmente adaptada;0;0;1;0;1;1;0;1
3302304;Secretaria em conjunto com outras politicas setoriais;Masculino;59;Ensino superior completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
3302403;Secretaria exclusiva;Masculino;66;Ensino superior incompleto;1;0;1;1;1;1;1;0;0;;0;;;;;;;;1;O fundo possui um conselho gestor próprio;1;0;0;0;1;0;0;0;;1;0;;0;;1;0;0;1;1;0;0;1;0;0;1;1;;Totalmente adaptada;0;0;1;0;1;0;1;1
3302452;Setor subordinado a outra secretaria;Masculino;49;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;1;0;;1;0;;0;;1;0;0;1;1;0;0;0;0;0;0;0;;Sem adaptacao;;;;;1;1;0;0
3302502;Secretaria exclusiva;Masculino;43;Ensino superior completo;0;;;;;;;;1;O município 0 possui plano;0;;;;;;;;0;;;0;0;0;1;1;1;0;;1;1;1;0;;0;0;0;1;1;0;0;0;0;0;0;0;;Parcialmente adaptada;0;1;1;0;1;1;1;1
3302601;Secretaria em conjunto com outras politicas setoriais;Masculino;42;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;1;0;1;1;0;1;0;;1;1;1;0;;0;0;0;1;0;0;0;1;0;0;1;0;;Sem adaptacao;;;;;1;1;1;0
3302700;Secretaria exclusiva;Masculino;42;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;1;0;;1;1;1;0;;0;0;0;1;1;0;0;0;0;0;0;0;;Parcialmente adaptada;0;0;1;0;1;1;0;1
3302809;Secretaria exclusiva;Masculino;51;Ensino superior completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;0;0;;1;1;0;0;;0;0;0;1;0;0;0;1;0;0;1;0;;Parcialmente adaptada;;;;1;1;0;0;0
3302858;Secretaria em conjunto com outras politicas setoriais;Masculino;41;Especializacao;1;1;1;0;0;1;0;0;0;;1;2008;Paritário;1;0;0;0;3;1;1;0;0;0;0;1;1;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1
3302908;Secretaria em conjunto com outras politicas setoriais;Masculino;42;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;0;0;;1;1;1;0;;0;0;0;1;0;0;0;1;1;0;1;0;;Totalmente adaptada;0;0;1;0;1;1;0;0
3303005;Secretaria em conjunto com outras politicas setoriais;Masculino;63;Especializacao;0;;;;;;;;1;O município 0 possui plano;0;;;;;;;;0;;;0;0;0;1;0;1;0;;1;1;1;0;;0;0;0;1;1;0;0;1;0;0;1;1;;Sem adaptacao;;;;;1;0;0;0
3303104;Secretaria exclusiva;Masculino;69;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;1;0;;1;1;1;0;;0;0;0;1;0;0;0;0;1;0;1;0;;Sem adaptacao;;;;;1;0;0;0
3303203;Secretaria exclusiva;Masculino;36;Ensino superior completo;1;1;1;1;1;1;1;0;1;0;0;;;;;;;;0;;;0;0;1;1;1;0;0;;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0;;Parcialmente adaptada;0;1;0;0;1;1;0;0
3303302;Secretaria em conjunto com outras politicas setoriais;Masculino;47;Ensino superior completo;1;1;1;1;0;0;0;0;0;;1;2004;Paritário;1;1;0;0;12;1;O fundo possui um conselho gestor próprio;0;0;0;0;1;0;1;0;;1;1;1;0;;0;0;0;1;1;0;0;1;1;0;1;0;;Parcialmente adaptada;0;0;1;0;1;1;1;1
3303401;Secretaria em conjunto com outras politicas setoriais;Masculino;55;Especializacao;0;;;;;;;;0;;0;;;;;;;;1;O fundo possui um conselho gestor próprio;1;0;0;0;1;0;1;0;;1;1;1;0;;0;0;0;1;1;0;0;1;0;0;1;0;;Parcialmente adaptada;0;0;1;0;1;0;1;0
3303500;Secretaria em conjunto com outras politicas setoriais;Masculino;56;Especializacao;0;;;;;;;;0;;0;;;;;;;;1;O fundo possui um conselho gestor próprio;1;0;0;1;1;1;1;0;;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;1;0;;Parcialmente adaptada;0;1;0;0;1;1;1;0
3303609;Secretaria exclusiva;Masculino;45;Ensino superior completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;1;1;0;;1;0;;1;1;0;0;0;1;1;0;0;1;1;0;0;0;;Sem adaptacao;;;;;1;0;0;0
3303708;Secretaria em conjunto com outras politicas setoriais;Masculino;37;Ensino superior completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;0;0;;1;0;;0;;1;0;0;1;1;0;0;1;0;0;1;0;;Parcialmente adaptada;0;0;1;0;1;1;0;0
3303807;Secretaria em conjunto com outras politicas setoriais;Masculino;60;Ensino medio incompleto;0;;;;;;;;1;0;1;2006;Tem maior representação governamental;1;1;0;0;0;1;0;1;1;0;1;1;0;1;0;;1;1;1;0;;0;0;0;1;1;0;0;1;0;0;0;1;;Parcialmente adaptada;0;0;1;0;1;1;1;1
3303856;Secretaria exclusiva;Masculino;49;Ensino superior completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0
3303906;Orgao da administracao indireta;Masculino;48;Ensino superior incompleto;0;;;;;;;;1;1;1;1989;Paritário;0;1;0;0;13;0;;;0;0;0;1;0;1;0;;1;1;1;1;1;0;0;0;1;1;1;0;1;1;0;0;1;;Totalmente adaptada;0;0;1;0;1;0;0;1
3303955;Setor subordinado a outra secretaria;Masculino;60;Ensino fundamental incompleto;0;;;;;;;;0;;1;2015;Paritário;1;1;0;0;0 soube informar*;1;1;1;0;0;0;1;0;0;0;;1;0;;1;1;0;0;0;1;1;0;1;1;1;0;1;0;;Parcialmente adaptada;0;0;1;0;1;1;0;0
3304003;Secretaria em conjunto com outras politicas setoriais;Masculino;41;Ensino superior completo;0;;;;;;;;0;;1;2009;Paritário;1;0;0;1;0;1;0;1;0;0;0;1;0;0;0;;1;1;1;0;;0;0;0;0;0;0;0;0;0;0;1;0;;Parcialmente adaptada;0;0;1;0;1;1;1;1
3304102;Secretaria exclusiva;Masculino;0 informou;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0
3304110;Setor subordinado a outra secretaria;Masculino;43;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;0;0;;1;0;;0;;0;1;0;0;0;0;0;0;0;0;0;1;;Parcialmente adaptada;0;0;1;0;1;1;0;0
3304128;Secretaria exclusiva;Masculino;39;Ensino superior completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0
3304144;Secretaria em conjunto com outras politicas setoriais;Masculino;54;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;1;1;1;1;0;;1;0;;1;0;0;0;0;1;1;0;0;1;0;0;1;0;;Parcialmente adaptada;0;1;0;0;1;1;1;0
3304151;Setor subordinado diretamente a chefia do Executivo;Masculino;42;Ensino medio completo;0;;;;;;;;0;;0;;;;;;;;0;;;0;0;0;1;0;1;0;;1;0;;0;;1;0;0;1;0;0;0;0;0;0;0;0;;Sem adaptacao;;;;;1;1;1;0
3304201;Setor subordinado a outra secretaria;Masculino;38;Ensino superior completo;1;1;1;1;1;1;1;0;0;;1;1998;Paritário;1;1;0;0;12;1;O fundo possui um conselho gestor próprio;1;0;0;0;1;0;0;0;;1;1;1;0;;0;0;0;1;1;0;0;1;1;0;1;1;;Totalmente adaptada;0;0;1;0;1;1;1;1
